Sr.No,Change Control ,DA/Legacy,Zone/VLAN,OS Type,OS Version,Environment,Host Name,DNS Name,Domain,Production IP,Management IP,Secondary IP,Virtual  IP,ILO IP,Status,Function/Service,Function Types,Asset Type,Asset Owner,Department,"Hardware 
Category",Serial Number,Manfucaturer,Model,TP Counter Part,OSQ
814,25-Aug-2021,DA,Secure,Red Hat,RHEL 7.9,Production,A0310PSDPINHDB02,A0310PSDPINHDB02,Red Hat,10.14.10.105,172.31.250.169,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,VAS DPDP,Application,VAS,M. Tuaha sohail / Sohaib Atiq/ Bilal Ahmed,VAS Plaining,VM,#N/A,#N/A,#N/A,M. Tuaha sohail / Sohaib Atiq/ Bilal Ahmed,#N/A
815,25-Aug-2021,DA,Secure,Red Hat,RHEL 7.4,Production,A0310PSDSSBDB01,A0310PSDSSBDB01,Red Hat,10.14.7.68,172.31.233.37,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,SSB DB Server,DB server,OSS/BSS Applications,Abid Iqbal,SED,VM,#N/A,#N/A,#N/A,Abid Iqbal,#N/A
816,25-Aug-2021,DA,Secure,Red Hat,RHEL 7.4,Production,A0310PSDSSBDB02,A0310PSDSSBDB02,Red Hat,#N/A,#N/A,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,SSB DB Server,DB server,OSS/BSS Applications,Abid Iqbal,SED,VM,#N/A,#N/A,#N/A,Abid Iqbal,#N/A
817,25-Aug-2021,DA,Secure,VMWare ESX Server,VMWare ESXI 6.5 U2 Build: 10884925,Production,A0310PSESX04,A0310PSESX04,ESX,Not Required ,172.31.207.13,No Secondary IP Per VMWare Record / Shared,#N/A,172.31.209.209,Powered On,ESXi,ESX Host,Enterprise Applications,Cloud Infra Operations Team,Infra Ops,Physical,SGH825SBCD,HP,HP ProLiant DL360 Gen9,Rafi Ullah Marwat / Muhammad Ali Raza,#N/A
818,25-Aug-2021,DA,Secure,VMWare ESX Server,VMWare ESXI 6.5 U2 Build: 10884925,Production,A0310PSESX05,A0310PSESX05,ESX,Not Required ,172.31.207.14,No Secondary IP Per VMWare Record / Shared,#N/A,172.31.209.210,Powered On,ESXi,ESX Host,Enterprise Applications,Cloud Infra Operations Team,Infra Ops,Physical,SGH825SBCF,HP,HP ProLiant DL360 Gen9,Rafi Ullah Marwat / Muhammad Ali Raza,#N/A
819,25-Aug-2021,DA,Secure,VMWare ESX Server,VMWare ESXI 6.5 U2 Build: 10884925,Production,A0310PSESX07,A0310PSESX07,ESX,Not Required ,172.31.207.40,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,ESXi,ESX Host,Enterprise Applications,Cloud Infra Operations Team,Infra Ops,Physical,SGH751SWJT,HP,HP ProLiant DL360 Gen9,Rafi Ullah Marwat / Muhammad Ali Raza,#N/A
820,25-Aug-2021,DA,Secure,VMWare ESX Server,VMWare ESXI 6.5 U2 Build: 10884925,Production,A0310PSESX08,A0310PSESX08,ESX,Not Required ,172.31.207.15,No Secondary IP Per VMWare Record / Shared,#N/A,172.31.209.215,Powered On,ESXi,ESX Host,Enterprise Applications,Cloud Infra Operations Team,Infra Ops,Physical,SGH751SWJN,HP,HP ProLiant DL360 Gen9,Rafi Ullah Marwat / Muhammad Ali Raza,#N/A
821,25-Aug-2021,DA,Secure,VMWare ESX Server,VMWare ESXI 6.5 U3 Build: 14320405,Production,A0310PSESX09,A0310PSESX09,ESX,Not Required ,172.31.207.41,No Secondary IP Per VMWare Record / Shared,#N/A,172.31.209.217,Powered On,ESXi,ESX Host,Enterprise Applications,Cloud Infra Operations Team,Infra Ops,Physical,SGH751SWHW,HP,HP ProLiant DL360 Gen9,Rafi Ullah Marwat / Muhammad Ali Raza,#N/A
822,25-Aug-2021,DA,Secure,VMWare ESX Server,VMWare ESXI 6.5 U3 Build: 15256549,Production,A0310PSESX09,A0310PSESX09,ESX,Not Required ,172.31.207.51,No Secondary IP Per VMWare Record / Shared,#N/A,172.31.213.232,Powered On,ESXi,ESX Host,Enterprise Applications,Cloud Infra Operations Team,Infra Ops,Physical,SGH021S2NP,HPE,HPE DL360 GEN10,Rafi Ullah Marwat / Muhammad Ali Raza,#N/A
823,25-Aug-2021,DA,Secure,VMWare ESX Server,VMWare ESXI 6.5 U3 Build: 14320405,Production,A0310PSESX10,A0310PSESX10,ESX,Not Required ,172.31.207.42,No Secondary IP Per VMWare Record / Shared,#N/A,172.31.209.218,Powered On,ESXi,ESX Host,Enterprise Applications,Cloud Infra Operations Team,Infra Ops,Physical,SGH751SWK7,HP,HP ProLiant DL360 Gen9,Rafi Ullah Marwat / Muhammad Ali Raza,#N/A
824,25-Aug-2021,DA,Secure,VMWare ESX Server,VMWare ESXI 6.5 U3 Build: 15256549,Production,A0310PSESX10,A0310PSESX10,ESX,Not Required ,172.31.207.52,No Secondary IP Per VMWare Record / Shared,#N/A,172.31.213.233,Powered On,ESXi,ESX Host,Enterprise Applications,Cloud Infra Operations Team,Infra Ops,Physical,SGH021S2NM,HPE,HPE DL360 GEN10,Rafi Ullah Marwat / Muhammad Ali Raza,#N/A
825,25-Aug-2021,DA,Secure,VMWare ESX Server,VMWare ESXI 6.5 U3 Build: 14320405,Production,A0310PSESX11,A0310PSESX11,ESX,Not Required ,172.31.207.43,No Secondary IP Per VMWare Record / Shared,#N/A,172.31.209.219,Powered On,ESXi,ESX Host,Enterprise Applications,Cloud Infra Operations Team,Infra Ops,Physical,SGH751SWJ9,HP,HP ProLiant DL360 Gen9,Rafi Ullah Marwat / Muhammad Ali Raza,#N/A
826,25-Aug-2021,DA,Secure,VMWare ESX Server,VMWare ESXI 6.5 U3 Build: 17097218,Production,A0310PSESX11,A0310PSESX11,ESX,Not Required ,172.31.207.53,No Secondary IP Per VMWare Record / Shared,#N/A,172.31.213.239,Powered On,ESXi,ESX Host,Enterprise Applications,Cloud Infra Operations Team,Infra Ops,Physical,SGH043SYSW,HPE,HPE DL360 GEN10,Rafi Ullah Marwat / Muhammad Ali Raza,#N/A
827,25-Aug-2021,DA,Secure,VMWare ESX Server,VMware ESXi 6.5.0 build-17097218,Production,A0310PSESXVAS01,A0310PSESXVAS01,ESX,Not Required ,172.31.207.60,No Secondary IP Per VMWare Record / Shared,#N/A,172.31.213.240,Powered On,ESXi,ESX Host,Enterprise Applications,Suhail Ansari/ Athar Mahmood,Infra Ops,Physical,SGH841SSWN,HPE,HP ProLiant DL380 Gen9,Muhammad Ali Raza,#N/A
828,25-Aug-2021,DA,Secure,VMWare ESX Server,VMware ESXi 6.5.0 build-17097218,Production,A0310PSESXVAS02,A0310PSESXVAS02,ESX,Not Required ,172.31.207.65,No Secondary IP Per VMWare Record / Shared,#N/A,172.31.213.226,Powered On,ESXi,ESX Host,Enterprise Applications,Suhail Ansari/ Athar Mahmood,Infra Ops,Physical,SGH105V63M,HPE,ProLiant DL360 Gen10,Muhammad Ali Raza,#N/A
829,25-Aug-2021,DA,Secure,VMWare ESX Server,VMware ESXi 6.5.0 build-17097218,Production,A0310PSESXVAS03,A0310PSESXVAS03,ESX,Not Required ,172.31.207.66,No Secondary IP Per VMWare Record / Shared,#N/A,172.31.213.227,Powered On,ESXi,ESX Host,Enterprise Applications,Suhail Ansari/ Athar Mahmood,Infra Ops,Physical,SGH105V63P,HPE,ProLiant DL360 Gen10,Muhammad Ali Raza,#N/A
830,25-Aug-2021,DA,Secure,VMWare ESX Server,VMware ESXi 6.5.0 build-17097218,Production,A0310PSESXVAS04,A0310PSESXVAS04,ESX,Not Required ,172.31.207.67,No Secondary IP Per VMWare Record / Shared,#N/A,172.31.213.228,Powered On,ESXi,ESX Host,Enterprise Applications,Suhail Ansari/ Athar Mahmood,Infra Ops,Physical,SGH105V640,HPE,ProLiant DL360 Gen10,Muhammad Ali Raza,#N/A
831,25-Aug-2021,DA,Secure,VMWare ESX Server,VMware ESXi 6.5.0 build-17097218,Production,A0310PSESXVAS05,A0310PSESXVAS05,ESX,Not Required ,172.31.207.68,No Secondary IP Per VMWare Record / Shared,#N/A,172.31.213.229,Powered On,ESXi,ESX Host,Enterprise Applications,Suhail Ansari/ Athar Mahmood,Infra Ops,Physical,SGH105V63K,HPE,ProLiant DL360 Gen10,Muhammad Ali Raza,#N/A
832,25-Aug-2021,DA,Secure,Microsoft Windows,Microsoft Windows Server 2012 R2 (64-bit),Production,A0310PSFMBAPP01,A0310PSFMBAPP01.TNBSS.com.pk,TNBSS,10.14.4.202,172.31.246.100,#N/A,#N/A,#N/A,Powered On,Magic Box,Application,OSS/BSS Applications,Asim Mukhtar,CRM,VM,SGH441XL4Y,"VMware, Inc.","VMware, Inc.",#N/A,#N/A
833,25-Aug-2021,DA,Secure,Microsoft Windows,Microsoft Windows Server 2012 R2 (64-bit),Production,A0310PSFMBAPP02,A0310PSFMBAPP02.TNBSS.com.pk,TNBSS, 10.14.4.203,172.31.246.101,#N/A,#N/A,#N/A,Powered On,Magic Box,Application,OSS/BSS Applications,Asim Mukhtar,CRM,VM,#N/A,"VMware, Inc.","VMware, Inc.",#N/A,#N/A
834,25-Aug-2021,DA,Secure,Microsoft Windows,Microsoft Windows Server 2012 R2 (64-bit),Production,A0310PSFMSDB01,#N/A,TNBSS,10.14.2.106,172.31.206.69,#N/A,#N/A,#N/A,Powered On,FMS,DB server,OSS/BSS Applications,Fahad Saleem,CBS,Physical,SGH825SBCB,HP,HP ProLiant DL360 Gen9,#N/A,#N/A
835,25-Aug-2021,DA,Secure,Microsoft Windows,Microsoft Windows Server 2012 R2 (64-bit),Production,A0310PSFMSLND01,A0310PSFMSLND01.TNBSS.com.pk,TNBSS,10.14.2.107,172.31.206.68,#N/A,#N/A,#N/A,Powered On,FMS,Application,OSS/BSS Applications,Fahad Saleem,CBS,VM,#N/A,"VMware, Inc.","VMware, Inc.",#N/A,#N/A
836,25-Aug-2021,DA,Secure,Red Hat,RHEL 7.4,Production,A0310PSGSMAPP01,A0310PSGSMAPP01,Red Hat,10.14.4.44,172.31.246.38,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,GSMUAP,Application,OSS/BSS Applications,Yasir Mehmood,Revenue Assurance,VM,#N/A,#N/A,#N/A,Yasir Mehmood,#N/A
837,25-Aug-2021,DA,Secure,Red Hat,RHEL 7.4,Production,A0310PSJBAMQ01,a0310psjbamq01.tnbss.com.pk,Red Hat,10.14.6.85,172.31.204.241,"10.14.6.91,172.31.204.245",#N/A,#N/A,Powered On,JBAUMQ,Application,OSS/BSS Applications,Fahad Mehmood Chugtai,CRM Ops,VM,#N/A,#N/A,#N/A,Fahad Mehmood Chugtai,#N/A
838,25-Aug-2021,DA,Secure,Red Hat,RHEL 7.4,Production,A0310PSJBAMQ02,a0310psjbamq02.tnbss.com.pk,Red Hat,10.14.6.86,172.31.204.242,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,JBAUMQ,Application,OSS/BSS Applications,Fahad Mehmood Chugtai,CRM Ops,VM,#N/A,#N/A,#N/A,Fahad Mehmood Chugtai,#N/A
839,25-Aug-2021,DA,Secure,Red Hat,RHEL 7.4,Production,A0310PSJBDB01,a0310psjbdb01.tnbss.com.pk,Red Hat,10.14.6.87,172.31.204.243,"10.14.6.92,172.31.204.246",#N/A,#N/A,Powered On,JBDUB0,DB server,OSS/BSS Applications,Fahad Mehmood Chugtai,CRM Ops,VM,#N/A,#N/A,#N/A,Fahad Mehmood Chugtai,#N/A
840,25-Aug-2021,DA,Secure,Red Hat,RHEL 7.4,Production,A0310PSJBDB02,a0310psjbdb02.tnbss.com.pk,Red Hat,10.14.6.88,172.31.204.244,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,JBDUB0,DB server,OSS/BSS Applications,Fahad Mehmood Chugtai,CRM Ops,VM,#N/A,#N/A,#N/A,Fahad Mehmood Chugtai,#N/A
841,25-Aug-2021,DA,IP-Core,Red Hat,RHEL 7.9,Production,A0310PSKHRBTDB01,A0310PSKHRBTDB01,Red Hat,10.254.85.10,10.254.84.14,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,VAS RBT Signaling and Voice,Application,VAS,M. Tuaha sohail / Sohaib Atiq/ Bilal Ahmed,VAS Plaining,VM,#N/A,#N/A,#N/A,Bakhtawar Khan,#N/A
842,25-Aug-2021,DA,IP-Core,Red Hat,RHEL 7.9,Production,A0310PSKHRBTDB02,A0310PSKHRBTDB02,Red Hat,10.254.85.11,10.254.84.15,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,VAS RBT Signaling and Voice,Application,VAS,M. Tuaha sohail / Sohaib Atiq/ Bilal Ahmed,VAS Plaining,VM,#N/A,#N/A,#N/A,Bakhtawar Khan,#N/A
843,25-Aug-2021,DA,IP-Core,Red Hat,RHEL 7.9,Production,A0310PSLHRBTDB01,A0310PSLHRBTDB01,Red Hat,10.250.115.10,10.250.114.14,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,VAS RBT Signaling and Voice,Application,VAS,M. Tuaha sohail / Sohaib Atiq/ Bilal Ahmed,VAS Plaining,VM,#N/A,#N/A,#N/A,Bakhtawar Khan,#N/A
844,25-Aug-2021,DA,IP-Core,Red Hat,RHEL 7.9,Production,A0310PSLHRBTDB02,A0310PSLHRBTDB02,Red Hat,10.250.115.11,10.250.114.15,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,VAS RBT Signaling and Voice,Application,VAS,M. Tuaha sohail / Sohaib Atiq/ Bilal Ahmed,VAS Plaining,VM,#N/A,#N/A,#N/A,Bakhtawar Khan,#N/A
845,25-Aug-2021,DA,Secure,Red Hat,RHEL 7.7,Production,A0310PSLOCDB01,A0310PSLOCDB01,Red Hat, 10.14.8.228,172.31.235.36,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,Locator Project,DB server,Enterprise Applications,Awais Sabir ,SED,VM,#N/A,#N/A,#N/A,Awais Sabir ,#N/A
846,25-Aug-2021,DA,Secure,Red Hat,RHEL 7.4,Production,A0310PSMBXDB01,A0310PSMBXDB01,Red Hat,10.14.5.10,172.31.246.132,172.31.246.134,#N/A,172.31.209.168,Powered On,MagicBox,DB server,Enterprise Applications,DB OPS Team /Muhammad Ali Raza,DB Ops,Physical,SGH751SWJR,HP,HP Proliant DL360 Gen9,Muhammad Ali Raza,#N/A
847,25-Aug-2021,DA,Secure,Red Hat,RHEL 7.4,Production,A0310PSMBXDB02,A0310PSMBXDB02,Red Hat,10.14.5.11,172.31.246.133,No Secondary IP Per VMWare Record / Shared,#N/A,172.31.209.200,Powered On,Magicbox,DB server,Enterprise Applications,DB OPS Team /Muhammad Ali Raza,DB Ops,Physical,SGH751SWJJ,HP,HP Proliant DL360 Gen9,Muhammad Ali Raza,#N/A
848,25-Aug-2021,DA,Secure,Red Hat,RHEL 7.4,Production,A0310PSMEDAPP01,A0310PSMEDAPP01,Red Hat,10.14.2.138,172.31.206.101,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,MEDIATION,Application,Mughees,Fizzah Haroon / Osama Rashid Maqbool,Revenue & Assurance,VM,#N/A,#N/A,#N/A,Fizzah Haroon / Osama Rashid Maqbool,#N/A
849,25-Aug-2021,DA,Secure,Red Hat,RHEL 7.4,Production,A0310PSMEDAPP02,A0310PSMEDAPP02,Red Hat,10.14.2.139,172.31.206.102,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,MEDIATION,Application,Mughees,Fizzah Haroon / Osama Rashid Maqbool,Revenue & Assurance,VM,#N/A,#N/A,#N/A,Fizzah Haroon / Osama Rashid Maqbool,#N/A
850,25-Aug-2021,DA,Secure,Red Hat,RHEL 7.4,Production,A0310PSMEDAPP03,A0310PSMEDAPP03,Red Hat,10.14.2.140,172.31.206.103,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,MEDIATION,Application,Mughees,Fizzah Haroon / Osama Rashid Maqbool,Revenue & Assurance,VM,#N/A,#N/A,#N/A,Fizzah Haroon / Osama Rashid Maqbool,#N/A
851,25-Aug-2021,DA,Secure,Red Hat,RHEL 7.4,Production,A0310PSMEDDB01,A0310PSMEDDB01,Red Hat,10.14.2.141,172.31.206.104,"172.31.206.107,172.31.206.108,172.31.206.109",#N/A,172.31.209.166,Powered On,Mediation,DB server,Enterprise Applications,DB OPS Team /Muhammad Ali Raza,DB Services,Physical,SGH751SWHR,HP,HP Proliant DL360 Gen9,Muhammad Ali Raza,#N/A
852,25-Aug-2021,DA,Secure,Red Hat,RHEL 7.4,Production,A0310PSMEDJH01,localhost.localdomain,Red Hat,#N/A,172.31.233.131,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered Off,MEDIATION,Jump host,Mughees,Mughees,Middleware,VM,#N/A,#N/A,#N/A,Mughees,#N/A
853,25-Aug-2021,DA,IP-Core,Red Hat,RHEL 7.9,Production,A0310PSMSCLNTMP,A0310PSMSCLNTMP,Red Hat,10.248.21.215,10.248.20.215,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,SMSR Application Node,Application,OSS/BSS Applications,"Ridha Anwar, Aqeel Ahmed",VAS Ops,VM,#N/A,#N/A,#N/A,"Ridha Anwar, Aqeel Ahmed",#N/A
854,25-Aug-2021,DA,IP-Core,Red Hat,RHEL 6.5,Production,A0310PSMSR01,A0310PSMSR01,Red Hat,10.248.20.11,#N/A,10.248.23.11,#N/A,#N/A,Powered On,SMS Firewall,Application,OSS/BSS Applications,Sajid Anwar Khan / Sadia Shafiq / Ridha Anwar / Aqeel Ahmed,VAS Ops,VM,#N/A,"VMware, Inc.",#N/A,Sajid Anwar Khan / Sadia Shafiq / Ridha Anwar / Aqeel Ahmed,#N/A
855,25-Aug-2021,DA,IP-Core,Red Hat,RHEL 6.5,Production,A0310PSMSR02,A0310PSMSR02,Red Hat,10.248.20.12,#N/A,10.248.23.12,#N/A,#N/A,Powered On,SMS Firewall,Application,OSS/BSS Applications,Sajid Anwar Khan / Sadia Shafiq / Ridha Anwar / Aqeel Ahmed,VAS Ops,VM,#N/A,"VMware, Inc.",#N/A,Sajid Anwar Khan / Sadia Shafiq / Ridha Anwar / Aqeel Ahmed,#N/A
856,25-Aug-2021,DA,IP-Core,Red Hat,RHEL 6.5,Production,A0310PSMSR03,A0310PSMSR03,Red Hat,10.248.20.13,#N/A,10.248.23.13,#N/A,#N/A,Powered On,SMS Firewall,Application,OSS/BSS Applications,Sajid Anwar Khan / Sadia Shafiq / Ridha Anwar / Aqeel Ahmed,VAS Ops,VM,#N/A,"VMware, Inc.",#N/A,Sajid Anwar Khan / Sadia Shafiq / Ridha Anwar / Aqeel Ahmed,#N/A
857,25-Aug-2021,DA,IP-Core,Red Hat,RHEL 6.5,Production,A0310PSMSR04,A0310PSMSR04,Red Hat,10.248.20.14,#N/A,10.248.23.14,#N/A,#N/A,Powered On,SMS Firewall,Application,OSS/BSS Applications,Sajid Anwar Khan / Sadia Shafiq / Ridha Anwar / Aqeel Ahmed,VAS Ops,VM,#N/A,"VMware, Inc.",#N/A,Sajid Anwar Khan / Sadia Shafiq / Ridha Anwar / Aqeel Ahmed,#N/A
858,25-Aug-2021,DA,IP-Core,Red Hat,RHEL 6.5,Production,A0310PSMSR05,A0310PSMSR05,Red Hat,10.248.20.15,#N/A,10.248.23.15,#N/A,#N/A,Powered On,SMS Firewall,Application,OSS/BSS Applications,Sajid Anwar Khan / Sadia Shafiq / Ridha Anwar / Aqeel Ahmed,VAS Ops,VM,#N/A,"VMware, Inc.",#N/A,Sajid Anwar Khan / Sadia Shafiq / Ridha Anwar / Aqeel Ahmed,#N/A
859,25-Aug-2021,DA,IP-Core,Red Hat,RHEL 6.5,Production,A0310PSMSR06,A0310PSMSR06,Red Hat,10.248.20.16,#N/A,10.248.23.16,#N/A,#N/A,Powered On,SMS Firewall,Application,OSS/BSS Applications,Sajid Anwar Khan / Sadia Shafiq / Ridha Anwar / Aqeel Ahmed,VAS Ops,VM,#N/A,"VMware, Inc.",#N/A,Sajid Anwar Khan / Sadia Shafiq / Ridha Anwar / Aqeel Ahmed,#N/A
860,25-Aug-2021,DA,IP-Core,Red Hat,RHEL 6.5,Production,A0310PSMSR07,A0310PSMSR07,Red Hat,10.248.20.17,#N/A,10.248.23.17,#N/A,#N/A,Powered On,SMS Firewall,Application,OSS/BSS Applications,Sajid Anwar Khan / Sadia Shafiq / Ridha Anwar / Aqeel Ahmed,VAS Ops,VM,#N/A,"VMware, Inc.",#N/A,Sajid Anwar Khan / Sadia Shafiq / Ridha Anwar / Aqeel Ahmed,#N/A
861,25-Aug-2021,DA,IP-Core,Red Hat,RHEL 6.5,Production,A0310PSMSR08,A0310PSMSR08,Red Hat,10.248.20.18,#N/A,10.248.23.18,#N/A,#N/A,Powered On,SMS Firewall,Application,OSS/BSS Applications,Sajid Anwar Khan / Sadia Shafiq / Ridha Anwar / Aqeel Ahmed,VAS Ops,VM,#N/A,"VMware, Inc.",#N/A,Sajid Anwar Khan / Sadia Shafiq / Ridha Anwar / Aqeel Ahmed,#N/A
862,25-Aug-2021,DA,IP-Core,Red Hat,RHEL 6.5,Production,A0310PSMSR09,A0310PSMSR09,Red Hat,10.248.20.29,#N/A,10.248.23.29,#N/A,#N/A,Powered On,SMS Firewall,Application,OSS/BSS Applications,Sajid Anwar Khan / Sadia Shafiq / Ridha Anwar / Aqeel Ahmed,VAS Ops,VM,#N/A,"VMware, Inc.",#N/A,Sajid Anwar Khan / Sadia Shafiq / Ridha Anwar / Aqeel Ahmed,#N/A
863,25-Aug-2021,DA,IP-Core,Red Hat,RHEL 6.5,Production,A0310PSMSR10,A0310PSMSR10,Red Hat,10.248.20.30,#N/A,10.248.23.30,#N/A,#N/A,Powered On,SMS Firewall,Application,OSS/BSS Applications,Sajid Anwar Khan / Sadia Shafiq / Ridha Anwar / Aqeel Ahmed,VAS Ops,VM,#N/A,"VMware, Inc.",#N/A,Sajid Anwar Khan / Sadia Shafiq / Ridha Anwar / Aqeel Ahmed,#N/A
864,25-Aug-2021,DA,IP-Core,Red Hat,RHEL 7.3,Production,A0310PSMSR11,A0310PSMSR11,Red Hat,10.248.20.31,#N/A,10.248.21.31,#N/A,#N/A,Powered On,SMS Firewall,Application,OSS/BSS Applications,Sajid Anwar Khan / Sadia Shafiq / Ridha Anwar / Aqeel Ahmed,VAS Ops,VM,#N/A,"VMware, Inc.",#N/A,Sajid Anwar Khan / Sadia Shafiq / Ridha Anwar / Aqeel Ahmed,#N/A
865,25-Aug-2021,DA,IP-Core,Red Hat,RHEL 7.3,Production,A0310PSMSR12,A0310PSMSR12,Red Hat,10.248.20.32,#N/A,10.248.21.32,#N/A,#N/A,Powered On,SMS Firewall,Application,OSS/BSS Applications,Sajid Anwar Khan / Sadia Shafiq / Ridha Anwar / Aqeel Ahmed,VAS Ops,VM,#N/A,"VMware, Inc.",#N/A,Sajid Anwar Khan / Sadia Shafiq / Ridha Anwar / Aqeel Ahmed,#N/A
866,25-Aug-2021,DA,IP-Core,Red Hat,RHEL 7.3,Production,A0310PSMSR13,A0310PSMSR13,Red Hat,10.248.20.33,#N/A,10.248.21.33,#N/A,#N/A,Powered On,SMS Firewall,Application,OSS/BSS Applications,Sajid Anwar Khan / Sadia Shafiq / Ridha Anwar / Aqeel Ahmed,VAS Ops,VM,#N/A,"VMware, Inc.",#N/A,Sajid Anwar Khan / Sadia Shafiq / Ridha Anwar / Aqeel Ahmed,#N/A
867,25-Aug-2021,DA,IP-Core,Red Hat,RHEL 7.3,Production,A0310PSMSR14,A0310PSMSR14,Red Hat,10.248.20.34,#N/A,10.248.21.34,#N/A,#N/A,Powered On,SMS Firewall,Application,OSS/BSS Applications,Sajid Anwar Khan / Sadia Shafiq / Ridha Anwar / Aqeel Ahmed,VAS Ops,VM,#N/A,"VMware, Inc.",#N/A,Sajid Anwar Khan / Sadia Shafiq / Ridha Anwar / Aqeel Ahmed,#N/A
868,25-Aug-2021,DA,IP-Core,Red Hat,RHEL 7.3,Production,A0310PSMSR15,A0310PSMSR15,Red Hat,10.248.20.35,#N/A,10.248.21.35,#N/A,#N/A,Powered On,SMS Firewall,Application,OSS/BSS Applications,Sajid Anwar Khan / Sadia Shafiq / Ridha Anwar / Aqeel Ahmed,VAS Ops,VM,#N/A,"VMware, Inc.",#N/A,Sajid Anwar Khan / Sadia Shafiq / Ridha Anwar / Aqeel Ahmed,#N/A
869,25-Aug-2021,DA,Secure,Microsoft Windows,Microsoft Windows Server 2012 R2 (64-bit),Production,A0310PSPMPDB01,A0310PSPMPDB01.tnpak.com.pk,TNPAK,10.14.0.235,172.31.246.149,#N/A,#N/A,#N/A,Powered On,PMP,DB server,OSS/BSS Applications,ESO Team,ESO ,VM,#N/A,"VMware, Inc.","VMware, Inc.",#N/A,#N/A
870,25-Aug-2021,DA,Secure,Red Hat,RHEL 7.4,Production,A0310PSQLKDB01,A0310PSQLKDB01,Red Hat,10.14.5.35,172.31.232.198,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,QLK DB,DB server,BI Applications,kashif.shahzad,#N/A,VM,#N/A,#N/A,#N/A,kashif Shahzad,#N/A
871,25-Aug-2021,DA,Secure,Red Hat,RHEL 7.9,Production,A0310PSRBTDB01,A0310PSRBTDB01,Red Hat,10.14.10.131,172.31.250.196,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,VAS RBT,DB server,VAS,M. Tuaha sohail / Sohaib Atiq/ Bilal Ahmed,VAS Plaining,VM,#N/A,#N/A,#N/A,M. Tuaha sohail / Sohaib Atiq/ Bilal Ahmed,#N/A
872,25-Aug-2021,DA,Secure,Red Hat,RHEL 7.9,Production,A0310PSRBTDB02,A0310PSRBTDB02,Red Hat,10.14.10.132,172.31.250.197,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,VAS RBT,DB server,VAS,M. Tuaha sohail / Sohaib Atiq/ Bilal Ahmed,VAS Plaining,VM,#N/A,#N/A,#N/A,M. Tuaha sohail / Sohaib Atiq/ Bilal Ahmed,#N/A
873,25-Aug-2021,DA,Secure,Red Hat,RHEL 7.9,Production,A0310PSRBTDB03,A0310PSRBTDB03,Red Hat,10.14.10.133,172.31.250.198,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,VAS RBT,DB server,VAS,M. Tuaha sohail / Sohaib Atiq/ Bilal Ahmed,VAS Plaining,VM,#N/A,#N/A,#N/A,M. Tuaha sohail / Sohaib Atiq/ Bilal Ahmed,#N/A
874,25-Aug-2021,DA,Secure,Red Hat,RHEL 7.9,Production,A0310PSRBTDB04,A0310PSRBTDB04,Red Hat,10.14.10.134,172.31.250.199,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,VAS RBT,DB server,VAS,M. Tuaha sohail / Sohaib Atiq/ Bilal Ahmed,VAS Plaining,VM,#N/A,#N/A,#N/A,M. Tuaha sohail / Sohaib Atiq/ Bilal Ahmed,#N/A
875,25-Aug-2021,DA,Secure,Red Hat,Red Hat Enterprise Linux 7 (64-bit),Production,A0310PSRHS01,a0310psrhs01,Red Hat,#N/A,#N/A,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered Off,Redhat satellite ,Management (Provisioning),Enterprise Applications,Cloud Infra Operations Team,Infra Ops,VM,#N/A,#N/A,#N/A,Rafi Ullah Marwat / Muhammad Ali Raza,#N/A
